3440.0,428.0
3432.0,432.0
3432.0,432.0
3426.0,438.0
3428.0,442.0
3430.0,442.0
3426.0,440.0
3420.0,436.0
3416.0,442.0
3416.0,442.0
3404.0,446.0
3404.0,450.0
3408.0,444.0
3406.0,450.0
3406.0,444.0
3412.0,436.0
3412.0,436.0
3418.0,436.0
3416.0,444.0
3414.0,442.0
3416.0,442.0
3424.0,422.0
3430.0,432.0
3436.0,426.0
3430.0,430.0
3430.0,428.0
3432.0,430.0
3428.0,426.0
3420.0,434.0
3422.0,434.0
3420.0,444.0
3418.0,444.0
3414.0,448.0
3410.0,450.0
3404.0,456.0
3400.0,460.0
3400.0,462.0
3396.0,464.0
3388.0,460.0
3390.0,464.0
3382.0,466.0
3376.0,466.0
3372.0,466.0
3372.0,466.0
3374.0,468.0
3384.0,466.0
3388.0,468.0
3394.0,470.0
3400.0,472.0
3402.0,468.0
3396.0,470.0
3394.0,468.0
3394.0,470.0
3396.0,468.0
3394.0,472.0
3394.0,470.0
3380.0,464.0
3376.0,460.0
3382.0,452.0
3388.0,456.0
3396.0,456.0
3404.0,456.0
3404.0,454.0
3406.0,460.0
3410.0,464.0
3418.0,460.0
3426.0,450.0
3432.0,452.0
3436.0,458.0
3436.0,458.0
3438.0,456.0
3436.0,452.0
3436.0,444.0
3420.0,450.0
3428.0,450.0
3428.0,448.0
3426.0,448.0
3432.0,448.0
3426.0,454.0
3422.0,454.0
3426.0,450.0
3438.0,452.0
3426.0,458.0
3424.0,460.0
3426.0,458.0
3424.0,460.0
3428.0,454.0
3428.0,452.0
3440.0,446.0
3450.0,452.0
3454.0,456.0
3458.0,456.0
3452.0,458.0
3448.0,460.0
3452.0,452.0
3456.0,450.0
3468.0,444.0
3466.0,452.0
3468.0,458.0
3468.0,460.0
3464.0,462.0
3456.0,460.0
3456.0,462.0
3454.0,464.0
3458.0,460.0
3454.0,458.0
3450.0,462.0
3444.0,464.0
3436.0,452.0
3438.0,458.0
3438.0,456.0
3434.0,456.0
3432.0,458.0
3436.0,460.0
3446.0,462.0
3450.0,458.0
3462.0,464.0
3466.0,460.0
3468.0,456.0
3462.0,460.0
